nomenclature,code
16% carbamide peroxide tubes,9999
surgical extraction (per item),601
bruxism appliance- michigan,1136
surgical extraction of tooth,601
hyg for mild periodontal disease,201
temporary  filling,402
"""full treatment planning xrays",9999
dcp implant placement neo,801
core build  up,450
dcp implant impressions neo,850
specialist endo anteriors,511
dcp implant consultation,800
refix implant retained bridge,913
filling large white,401
review future tmt,103
childrens filling-adult tooth-med,401
exam 5 minutes,100
pp routine dental examination,100
fit locators,853
imps & bite stent,1128
imps for tempory denture,700
belleglass inlay/onlay,413
full upper/lower dentures-deluxe,726
remove crown and investigate,9986
treatment plan,9999
medium radiograph,106
sinus lift lateral window surgical fee,839
ucla abutment and crown,805
provisional restoration,9986
posterior composite 3 or more surfaces,401
fit bridge,926
dentamycin,9999
small xray,105
biteguard/gumshield (striped ),1107
over denture,9986
bridge repair,916
post for bridge,9950
hygiene plan appointment,231
zero prep veneer,9999
full mouth series,9999
composite filling 1 incisal edge/angle,401
colour photographs,109
adjust clasp,714
fine scale,200
onlay,410
oral hygiene instruction,9999
elyzol,9999
MZ,9999
fit splint,1126
drifted lingually,9986
nhs scale and polish,200
"""inlay gold""",410
snore guard,1106
loose tooth,9986
surgical treatment of gummy smile,9999
extraction per tooth,600
estimate given,9999
IZ,9999
full coverage acrylic splint,1126
recement inlay,411
1 incisal angle (other's care),9986
1812  ul4,920
bone regeneration for implants,812
surgical perio treatment,221
laboratories,9999
porcelain veneer,438
administration fee,9999
FZ,9999
gingevectomy,9999
second opinion,9999
bleeching teeth,1113
top up whitening per tube,9999
cerezen ear inserts,9999
EXAM S/P,101
implant surgical guide,801
composite inlay 2+surfaces,410
porcelain bonded crown precious,417
diagnostic wax-up,116
soft denture lining,718
failed appt fee,9972
imp for splint,1128
repair crown,422
bleech exam,9999
enlighten home,1114
gold post & core,433
sundries repair,9999
sundries yellow gold clasp,724
oraquix anaesthetic,9999
sundries reline,716
hospital referral,9999
ceramic cercon cam milled bridge unit,920
chrome cobalt casting premier vitalium,726
amalgam restoration small,400
gold crown fit,427
implant stent,805
acrylic denture fit - partial,703
glass ionomer filling - small,403
independent denture full/full,706
full denture fit,703
amalgam filling - small,400
sundries per extra tooth added,9986
standard prosthetic partial den 4-14,707
guided bone regeneration,9999
glass iononmer restoration medium,403
tempoary crown/bridge unit dentine,9999
gold shell crown inlay or 3/4,408
premier/swissdent partial den 4-14,707
articulated models,110
resin bonded bridge fit,926
dentures - acrylic - full upper or lower,726
premier/swissdent partial den 1-3,707
denture fit - cobalt-chrome,703
biodentine,9999
porcelain veener/inlay,438
generation artglass/gradia inlay onlay,413
aesthetic duceragold crown,419
full case assesment - extended examination,100
root cap,9986
existing caries,9976
articulation semi adjustable,9999
all ceramic bridge per unit,920
ceramic vita vm7 porcelain crown,416
intra-oral mock up,9999
laboratory made provisional crown,415
wisdom teeth extractions,601
gold restoration post & core,433
thorn medium mouthguard,1107
fixed bonded retainer,903
metal framework try in,703
failed to attend,9972
6ms 1,9999
amalgam filling - medium,400
glass ionomer restoration large,403
bridge preparation and impressions,900
gumshield,1107
soft splint,1128
aesthetic nicor n/p bonded bridge unit,920
re-cement veneer,436
denture - partial acrylic,707
filling choice,399
sundries trutain retainer,9999
shade take at lab (per 15 minutes),9999
proffesional desensitising,9999
post or core,433
aesthetic bonded options,9999
sundries heat cured reline,716
sundries immediate replacement ir,9999
sundries addition of flange,9999
in-ceram crown,416
ceramic vita vm7 porcelain veneer,438
introduction to specialist gum care,9999
mucoperiosteal surgery lower jaw,9999
INITIAL RCT,500
resin bonded bridge preparation,900
recement bridge (acid etch),913
glass ionomer filling - large,403
hygienist visit np,231
recall appointment,9999
composite bonded bridge fit,926
composite bonded crown,415
gold post and diaphragm,9999
premier/swissdent f/upper f/lower,726
sundries tooth coloured dental clasp,724
soft tissue exam,9999
unerupted/exfoliated teeth,9993
exam & scale/polish with dentist,228
hygienist visit plan patient no charge,231
denplan scale & polish,200
routine x-rays,105
crown preps & imps,414
small radiograph new patient,105
composite filling medium,401
scale and polish 10 mis,231
primary denture imps,700
secondary denture imps,701
pontic retainer/abutment,9950
composite filling buccal,401
rct - 2nd appointment,503
denplan x-ray inclusive fee,105
surgicel,9999
aesthetic omega 900 crown,415
aesthetic semi precious bonded crown,418
bridge preps & imps,900
scale and polish 20mins,202
independent denture partial 4-14,707
panoral new patient,102
sundries special tray,9999
root filling pre molars,9977
post crown preps & imps,414
sundries addition of tooth,9999
composite filling - small,401
assessment of gum condition,9999
treatment option discussion,9999
crown preparation and impressions,414
implant codes,9999
fractured filling,9986
stabilisation treatment with hygienist,231
lab made mouthguard,1107
root filling anterior,9977
hyg visit,231
gold (using 60% yellow gold alloy),419
denplan hygienist visit,231
chrome cobalt casting skeletal or plat,726
reassessment of gum condition,9999
blood pressure,9999
ayervedic medicine initial,9999
jap face massage,9999
ims blood pressure,9999
hot stone body face scalp,9999
gp records,9999
medical records,9999
acupuncture facial rejuvenation initial,9999
referral letter,9999
home visit,9999
refixing metal component ortho app (occ),9999
tourist,9999
changed - lesion,9999
student exam,100
tooth whitening impressions,1128
invisalin retainers,1005
transfer report,9999
removable retainers,9999
tooth whitening fit,9999
bupa insurance extensive hygiene visit,231
re rct for incisor and premolar 750,502
h2 dpas 30 mins,203
IMPCRWNFIT,9999
ct scan - 3d xray,105
surgical perio therapy,9999
crown prep with adam,9999
arsenal consent,9999
thread lift 1 area 250,9999
fta and late cancellation 45 minutes 120,9999
[2572] sedation injection,9999
at home visits,9999
retainers removable per arch,9999
dietary advice,9999
emergency or booked visit,126
sp voucher zero charge usually sports massage,9999
[203] large radiograph,9999
repairing removable ortho appl (occ),9999
physio goods,9999
upper and lower adult clear braces,9999
functional review,103
medical direct blood pressure,9999
emergency ga call out => 1 mile,126
laser treatment,9999
throat swab,9999
michael lewin solicitors,9999
physio hiring equipment,9999
gp ladies health screening,9999
digital shade recording,9999
con psych appointment,9999
reiki session,9999
speech & lang therapy report,9999
national med exam network,9999
follow up 20 minutes dietician,9999
skandia,9999
appt not kept,9999
repair to functional ortho appliance,9999
swap time,9999
sedation for other than extraction,9999
full mouth root debridement,9999
root canal  incisor or canine,511
post for implant,805
miscellaneous medical,9999
[121] full case assessment,104
sports therapy one hour,9999
doctors chambers,9999
invisalign refinement,1005
physio home visit,9999
amatsu follow up,9999
[1431] pin or screw retention,446
incisor and premolar endo 650,511
profhilo per treatment 300,9999
paediatrician follow up,9999
hot stone back,9999
homeopathy remedy,9999
[1711] cast crown precious metal full or 3/4,415
botox 3 areas 312,3034
podiatry goods,9999
reflexology initial,9999
medicals ammendment,9999
follow up osteopath,9999
root canal treatment premolar,501
fix attatchments,9999
intensive perio session,206
hot stone full body,9999
osteopath initial,9999
open sinus lift,9999
hygienest routine,231
implant placement 1,801
crown preparation appointment,414
exam and 2 x bw,100
percentage of hourly rate,9999
porcelain bonded  (abuttment),9950
implant crowns multiple,806
porcelain bonded (pontic),908
childs examination,124
exam scale and polish,101
impl crown single fit,806
ctscan 1,108
2 or more fixtures placed,814
fix head imps single,814
percentage hourly rate,9999
fix head multiples,814
set up time,9999
onlay/inlay crown fit,451
implant pontic,805
treatment of sensitive cementum/dent,9986
molar,500
post crown prep appointment,414
bridge preparation appointment,900
exam n/p promotion,100
retry of denture,726
veneer preparation appointment,439
medium filling,399
botox and dysport/ vistabel 1 sight,3034
simple extraction,600
medical legal,9999
night bite guard,1106
bone graft small,210
1 hour hyg,206
cadcam titanium abutment,9950
retreatment molar,500
large filling,399
dermal fillers 1ml tube,3034
botox/dys or vist 2 sights,3034
intra oral scan,128
invisalign trays,1005
full upper acrylic fit,704
single canal,500
orthopantomograph x-ray,107
digital wax up unit,9999
botox/dys or vistabel,3034
soft bite guard,1107
endodontic consulation,507
full lower acrylic  fit,705
temporary bridge abutment,9950
50 min hyg visit,231
fee for visit to  hygienist,9999
invisalign ipr & fit,1015
collagen membrane small,3034
maryland bridge prep appointment,900
bone graft med,210
ctscan2,108
valid consent check list,9999
gold abutment,9950
zoom advanced in surgery,1113
ball retainer,9999
bone substitute 0.25g,9999
invisalign go consultation,1005
hygienist standard 30 mins,203
multiple canal premolar,501
cover screw,9999
temporary bridge pontic,922
retreatment single canal,500
periodontal examination,214
retreatment premolar,501
transitional abutment,9950
teeth whitening promotion,9999
antibiotics for aggressive perio,1102
blue sky plan,9999
dermal fill 2 tubes,3034
transitional bridge,920
surgical guide 3d printed blueskybio,9999
bone substitute 1.0g,9999
invisalign go impressions,1005
iv sedation,9999
multi unit abutment,9950
invisalign clinic check,1005
sinus elevation,9999
subq 4mls,9999
invisalign go trays,1005
ancillary item,9999
photographs,109
exam s and p bwss,101
sub q 2 ml,9999
transitional crown,427
vital,9999
emax onlay fit,410
endodontic retreatment molar appt 1,515
direct composite restoration,401
dermal fillers lips,3034
bone substitute 0.5g,9999
bone graft large,210
invisalign go check,1005
hygienist perio 40 mins,204
sinus graft,839
endodontic retreatment molar appt 2,515
overdenture on two implants,9999
referral endo molar appt 1,507
collagen membrane large,3034
ptfe membrane small,9999
ptfe membrane large,9999
invisalign go ipr & fit,1005
examination promo,100
ctscan3,108
periochip,216
transitional restoration,9999
cerec crown prep appointment,414
fit of reline/repair,716
dermal fillers 3mls,3034
fillers,3034
composite crown,415
.5ml syringe,9999
invisalign comprehensive,1005
referral endo molar appt 2,515
referral endodontic treatment,507
bone substitute 2.0g,9999
occasional treatment,9999
zoom with trays,1113
duraphat 5000ppm fluoride toothpaste,9999
urgent claims,9999
mask 15,9999
light ceutic,9999
"""cleanser 5 50ml""",9999
turnover 30ml,9999
ortho fixed retainer,1032
ortho button,1032
endodontic retreatment premolar appt 2,510
endodontic retreatment premolar appt 1,510
stock abutment,9999
referral endo mutiple canal premolar appt 2,510
drugs- antibiotics,1102
summers sinus elevation,9999
..,9999
implant services,9999
allograft bone block,9999
apical surgery,9999
fees,9999
imps for repair/reline,701
perforation repair,9999
mini implant,801
hygiene same day discount,231
dentomycin per tube,9999
yellow ceutic,9999
sun ceutic,9999
articulated models (denar),110
zendura retainers upper and zendura retainer lower,9999
WAX UP PER ARCH,9999
refix or recement - crown,422
artglass full/3/4 crown or lg inlay/onl,425
composite bonded crown fit,427
